Year i_index j_index k_index x_coord_m y_coord_m z_coord_m Gas_Saturation
2030-Jan-01 10 28 9 18160.6 22086.4 987.089 1e-06
2030-Jan-01 11 28 9 18326.7 22086.4 984.487 1e-06
2030-Jan-01 12 28 9 18492.7 22086.4 964.146 1e-06
2030-Jan-01 13 28 9 18658.8 22086.4 941.522 1e-06
2030-Jan-01 14 28 9 18824.9 22086.4 938.955 1e-06
2030-Jan-01 15 28 9 18990.9 22086.4 941.453 1e-06
2030-Jan-01 16 28 9 19157 22086.4 945.953 1e-06
2030-Jan-01 17 28 9 19323.1 22086.4 952.224 1e-06
2030-Jan-01 18 28 9 19489.1 22086.4 963.461 1e-06
2030-Jan-01 19 28 9 19655.2 22086.4 976.648 1e-06
2030-Jan-01 20 28 9 19821.3 22086.4 980.547 1e-06
2030-Jan-01 21 28 9 19987.3 22086.4 977.389 1e-06
2030-Jan-01 22 28 9 20153.4 22086.4 977.854 1e-06
2030-Jan-01 23 28 9 20319.5 22086.4 984.334 1e-06
2030-Jan-01 24 28 9 20485.5 22086.4 994.086 1e-06
2030-Jan-01 25 28 9 20651.6 22086.4 1001.48 1e-06
2030-Jan-01 26 28 9 20817.7 22086.4 1002.18 1e-06
2030-Jan-01 27 28 9 20983.7 22086.4 996.04 1e-06
2030-Jan-01 28 28 9 21149.8 22086.4 979.815 1e-06
2030-Jan-01 29 28 9 21315.9 22086.4 965.263 1e-06
2030-Jan-01 30 28 9 21481.9 22086.4 960.27 1e-06
2030-Jan-01 31 28 9 21648 22086.4 959.59 1e-06
2030-Jan-01 32 28 9 21814.1 22086.4 967.305 1e-06
2030-Jan-01 33 28 9 21980.1 22086.4 978.414 1e-06
2030-Jan-01 34 28 9 22146.2 22086.4 982.422 1e-06
2030-Jan-01 35 28 9 22312.3 22086.4 981.466 1e-06
2030-Jan-01 36 28 9 22478.3 22086.4 980.326 1e-06
2030-Jan-01 37 28 9 22644.4 22086.4 980.941 1e-06
2030-Jan-01 38 28 9 22810.5 22086.4 985.854 1e-06
2030-Jan-01 1 29 9 16666 22243.6 995.548 -9999
2030-Jan-01 2 29 9 16832.1 22243.6 993.374 -9999
2030-Jan-01 3 29 9 16998.1 22243.6 992.297 -9999
2030-Jan-01 4 29 9 17164.2 22243.6 991.563 -9999
2030-Jan-01 5 29 9 17330.3 22243.6 989.674 1e-06
2030-Jan-01 6 29 9 17496.3 22243.6 987.957 1e-06
2030-Jan-01 7 29 9 17662.4 22243.6 988.505 1e-06
2030-Jan-01 8 29 9 17828.5 22243.6 989.905 1e-06
2030-Jan-01 9 29 9 17994.5 22243.6 989.102 1e-06
2030-Jan-01 10 29 9 18160.6 22243.6 987.281 1e-06
2030-Jan-01 11 29 9 18326.7 22243.6 984.963 1e-06
2030-Jan-01 12 29 9 18492.7 22243.6 963.657 1e-06
2030-Jan-01 13 29 9 18658.8 22243.6 940.518 1e-06
2030-Jan-01 14 29 9 18824.9 22243.6 936.205 1e-06
2030-Jan-01 15 29 9 18990.9 22243.6 937.229 1e-06
2030-Jan-01 16 29 9 19157 22243.6 940.089 1e-06
2030-Jan-01 17 29 9 19323.1 22243.6 944.856 1e-06
2030-Jan-01 18 29 9 19489.1 22243.6 951.187 1e-06
2030-Jan-01 19 29 9 19655.2 22243.6 966.093 1e-06
2030-Jan-01 20 29 9 19821.3 22243.6 982.895 1e-06
2030-Jan-01 21 29 9 19987.3 22243.6 986.582 1e-06
2030-Jan-01 22 29 9 20153.4 22243.6 987.381 1e-06
2030-Jan-01 23 29 9 20319.5 22243.6 993.449 1e-06
2030-Jan-01 24 29 9 20485.5 22243.6 1000.41 1e-06
2030-Jan-01 25 29 9 20651.6 22243.6 1001.72 1e-06
2030-Jan-01 26 29 9 20817.7 22243.6 998.547 1e-06
2030-Jan-01 27 29 9 20983.7 22243.6 992.499 1e-06
2030-Jan-01 28 29 9 21149.8 22243.6 978.875 1e-06
2030-Jan-01 29 29 9 21315.9 22243.6 966.252 1e-06
2030-Jan-01 30 29 9 21481.9 22243.6 962.286 1e-06
2030-Jan-01 31 29 9 21648 22243.6 962.832 1e-06
2030-Jan-01 32 29 9 21814.1 22243.6 970.177 1e-06
2030-Jan-01 33 29 9 21980.1 22243.6 981.816 1e-06
2030-Jan-01 34 29 9 22146.2 22243.6 982.356 1e-06
2030-Jan-01 35 29 9 22312.3 22243.6 975.561 1e-06
2030-Jan-01 36 29 9 22478.3 22243.6 973.279 1e-06
2030-Jan-01 37 29 9 22644.4 22243.6 973.688 1e-06
2030-Jan-01 38 29 9 22810.5 22243.6 980.43 1e-06
2030-Jan-01 1 30 9 16666 22400.9 995.85 -9999
2030-Jan-01 2 30 9 16832.1 22400.9 994.042 -9999
2030-Jan-01 3 30 9 16998.1 22400.9 993.448 -9999
2030-Jan-01 4 30 9 17164.2 22400.9 992.007 -9999
2030-Jan-01 5 30 9 17330.3 22400.9 989.48 1e-06
2030-Jan-01 6 30 9 17496.3 22400.9 988.058 1e-06
2030-Jan-01 7 30 9 17662.4 22400.9 987.966 1e-06
2030-Jan-01 8 30 9 17828.5 22400.9 988.863 1e-06
2030-Jan-01 9 30 9 17994.5 22400.9 989.608 1e-06
2030-Jan-01 10 30 9 18160.6 22400.9 989.589 1e-06
2030-Jan-01 11 30 9 18326.7 22400.9 985.12 1e-06
2030-Jan-01 12 30 9 18492.7 22400.9 964.471 1e-06
2030-Jan-01 13 30 9 18658.8 22400.9 944.789 1e-06
2030-Jan-01 14 30 9 18824.9 22400.9 937.802 1e-06
2030-Jan-01 15 30 9 18990.9 22400.9 933.978 1e-06
2030-Jan-01 16 30 9 19157 22400.9 933.298 1e-06
2030-Jan-01 17 30 9 19323.1 22400.9 935.174 1e-06
2030-Jan-01 18 30 9 19489.1 22400.9 941.875 1e-06
2030-Jan-01 19 30 9 19655.2 22400.9 958.814 1e-06
2030-Jan-01 20 30 9 19821.3 22400.9 980.647 1e-06
2030-Jan-01 21 30 9 19987.3 22400.9 993.128 1e-06
2030-Jan-01 22 30 9 20153.4 22400.9 998.147 1e-06
2030-Jan-01 23 30 9 20319.5 22400.9 1002.53 1e-06
2030-Jan-01 24 30 9 20485.5 22400.9 1003.74 1e-06
2030-Jan-01 25 30 9 20651.6 22400.9 1000.1 1e-06
2030-Jan-01 26 30 9 20817.7 22400.9 996.066 1e-06
2030-Jan-01 27 30 9 20983.7 22400.9 986.713 1e-06
2030-Jan-01 28 30 9 21149.8 22400.9 973.091 1e-06
2030-Jan-01 29 30 9 21315.9 22400.9 966.778 1e-06
2030-Jan-01 30 30 9 21481.9 22400.9 966.256 1e-06
2030-Jan-01 31 30 9 21648 22400.9 972.586 1e-06
2030-Jan-01 32 30 9 21814.1 22400.9 987.246 1e-06
2030-Jan-01 33 30 9 21980.1 22400.9 995.795 1e-06
2030-Jan-01 34 30 9 22146.2 22400.9 984.834 1e-06
2030-Jan-01 35 30 9 22312.3 22400.9 970.717 1e-06
2030-Jan-01 36 30 9 22478.3 22400.9 966.74 1e-06
2030-Jan-01 37 30 9 22644.4 22400.9 966.057 1e-06
2030-Jan-01 38 30 9 22810.5 22400.9 972.869 1e-06
2030-Jan-01 1 31 9 16666 22558.1 995.741 -9999
2030-Jan-01 2 31 9 16832.1 22558.1 994.395 -9999
2030-Jan-01 3 31 9 16998.1 22558.1 993.252 -9999
2030-Jan-01 4 31 9 17164.2 22558.1 991.113 -9999
2030-Jan-01 5 31 9 17330.3 22558.1 989.206 1e-06
2030-Jan-01 6 31 9 17496.3 22558.1 987.985 1e-06
2030-Jan-01 7 31 9 17662.4 22558.1 987.499 1e-06
2030-Jan-01 8 31 9 17828.5 22558.1 988.366 1e-06
2030-Jan-01 9 31 9 17994.5 22558.1 990.225 1e-06
2030-Jan-01 10 31 9 18160.6 22558.1 988.71 1e-06
2030-Jan-01 11 31 9 18326.7 22558.1 979.22 1e-06
2030-Jan-01 12 31 9 18492.7 22558.1 960.05 1e-06
2030-Jan-01 13 31 9 18658.8 22558.1 945.952 1e-06
2030-Jan-01 14 31 9 18824.9 22558.1 940.254 1e-06
2030-Jan-01 15 31 9 18990.9 22558.1 934.158 1e-06
2030-Jan-01 16 31 9 19157 22558.1 931.848 1e-06
2030-Jan-01 17 31 9 19323.1 22558.1 932.467 1e-06
2030-Jan-01 18 31 9 19489.1 22558.1 940.75 1e-06
2030-Jan-01 19 31 9 19655.2 22558.1 959.414 1e-06
2030-Jan-01 20 31 9 19821.3 22558.1 979.466 1e-06
2030-Jan-01 21 31 9 19987.3 22558.1 995.701 1e-06
2030-Jan-01 22 31 9 20153.4 22558.1 1004.84 1e-06
2030-Jan-01 23 31 9 20319.5 22558.1 1005.76 1e-06
2030-Jan-01 24 31 9 20485.5 22558.1 1002.86 1e-06
2030-Jan-01 25 31 9 20651.6 22558.1 997.427 1e-06
2030-Jan-01 26 31 9 20817.7 22558.1 989.457 1e-06
2030-Jan-01 27 31 9 20983.7 22558.1 977.179 1e-06
2030-Jan-01 28 31 9 21149.8 22558.1 967.659 1e-06
2030-Jan-01 29 31 9 21315.9 22558.1 965.83 1e-06
2030-Jan-01 30 31 9 21481.9 22558.1 973.025 1e-06
2030-Jan-01 31 31 9 21648 22558.1 987.955 1e-06
2030-Jan-01 32 31 9 21814.1 22558.1 1004.59 1e-06
2030-Jan-01 33 31 9 21980.1 22558.1 1005.46 1e-06
2030-Jan-01 34 31 9 22146.2 22558.1 985.485 1e-06
2030-Jan-01 35 31 9 22312.3 22558.1 968.662 1e-06
2030-Jan-01 36 31 9 22478.3 22558.1 962.066 1e-06
2030-Jan-01 37 31 9 22644.4 22558.1 960.405 1e-06
2030-Jan-01 38 31 9 22810.5 22558.1 966.916 -9999
2030-Jan-01 1 32 9 16666 22715.4 996.042 -9999
2030-Jan-01 2 32 9 16832.1 22715.4 995.18 -9999
2030-Jan-01 3 32 9 16998.1 22715.4 993.231 -9999
2030-Jan-01 4 32 9 17164.2 22715.4 990.371 -9999
2030-Jan-01 5 32 9 17330.3 22715.4 988.988 1e-06
2030-Jan-01 6 32 9 17496.3 22715.4 988.38 1e-06
2030-Jan-01 7 32 9 17662.4 22715.4 988.339 1e-06
2030-Jan-01 8 32 9 17828.5 22715.4 988.928 1e-06
2030-Jan-01 9 32 9 17994.5 22715.4 988.404 1e-06
2030-Jan-01 10 32 9 18160.6 22715.4 983.192 1e-06
2030-Jan-01 11 32 9 18326.7 22715.4 969.115 1e-06
2030-Jan-01 12 32 9 18492.7 22715.4 951.128 1e-06
2030-Jan-01 13 32 9 18658.8 22715.4 942.972 1e-06
2030-Jan-01 14 32 9 18824.9 22715.4 941.346 1e-06
2030-Jan-01 15 32 9 18990.9 22715.4 937.856 1e-06
2030-Jan-01 16 32 9 19157 22715.4 936.752 1e-06
2030-Jan-01 17 32 9 19323.1 22715.4 938.759 1e-06
2030-Jan-01 18 32 9 19489.1 22715.4 943.803 1e-06
2030-Jan-01 19 32 9 19655.2 22715.4 957.99 1e-06
2030-Jan-01 20 32 9 19821.3 22715.4 976.939 1e-06
2030-Jan-01 21 32 9 19987.3 22715.4 994.796 1e-06
2030-Jan-01 22 32 9 20153.4 22715.4 1005.55 1e-06
2030-Jan-01 23 32 9 20319.5 22715.4 1004.79 1e-06
2030-Jan-01 24 32 9 20485.5 22715.4 1001.81 1e-06
2030-Jan-01 25 32 9 20651.6 22715.4 995.742 1e-06
2030-Jan-01 26 32 9 20817.7 22715.4 981.458 1e-06
2030-Jan-01 27 32 9 20983.7 22715.4 967.744 1e-06
2030-Jan-01 28 32 9 21149.8 22715.4 965.287 1e-06
2030-Jan-01 29 32 9 21315.9 22715.4 968.14 1e-06
2030-Jan-01 30 32 9 21481.9 22715.4 980.595 1e-06
2030-Jan-01 31 32 9 21648 22715.4 995.526 1e-06
2030-Jan-01 32 32 9 21814.1 22715.4 1002.49 1e-06
2030-Jan-01 33 32 9 21980.1 22715.4 1002.58 1e-06
2030-Jan-01 34 32 9 22146.2 22715.4 992.657 1e-06
2030-Jan-01 35 32 9 22312.3 22715.4 976.114 1e-06
2030-Jan-01 36 32 9 22478.3 22715.4 963.286 1e-06
2030-Jan-01 37 32 9 22644.4 22715.4 960.598 1e-06
2030-Jan-01 38 32 9 22810.5 22715.4 969.264 -9999
2030-Jan-01 1 33 9 16666 22872.6 997.05 -9999
2030-Jan-01 2 33 9 16832.1 22872.6 996.253 -9999
2030-Jan-01 3 33 9 16998.1 22872.6 993.877 -9999
2030-Jan-01 4 33 9 17164.2 22872.6 990.605 -9999
2030-Jan-01 5 33 9 17330.3 22872.6 989.074 1e-06
2030-Jan-01 6 33 9 17496.3 22872.6 988.81 1e-06
2030-Jan-01 7 33 9 17662.4 22872.6 988.884 1e-06
2030-Jan-01 8 33 9 17828.5 22872.6 988.427 1e-06
2030-Jan-01 9 33 9 17994.5 22872.6 985.203 1e-06
2030-Jan-01 10 33 9 18160.6 22872.6 975.156 1e-06
2030-Jan-01 11 33 9 18326.7 22872.6 960.617 1e-06
2030-Jan-01 12 33 9 18492.7 22872.6 948.57 1e-06
2030-Jan-01 13 33 9 18658.8 22872.6 947.749 1e-06
2030-Jan-01 14 33 9 18824.9 22872.6 948.31 1e-06
2030-Jan-01 15 33 9 18990.9 22872.6 944.054 1e-06
2030-Jan-01 16 33 9 19157 22872.6 943.466 1e-06
2030-Jan-01 17 33 9 19323.1 22872.6 944.003 1e-06
2030-Jan-01 18 33 9 19489.1 22872.6 945.042 1e-06
2030-Jan-01 19 33 9 19655.2 22872.6 951.044 1e-06
2030-Jan-01 20 33 9 19821.3 22872.6 969.854 1e-06
2030-Jan-01 21 33 9 19987.3 22872.6 993.979 1e-06
2030-Jan-01 22 33 9 20153.4 22872.6 1005.49 1e-06
2030-Jan-01 23 33 9 20319.5 22872.6 1002.22 1e-06
2030-Jan-01 24 33 9 20485.5 22872.6 998.076 1e-06
2030-Jan-01 25 33 9 20651.6 22872.6 993.334 1e-06
2030-Jan-01 26 33 9 20817.7 22872.6 977.479 1e-06
2030-Jan-01 27 33 9 20983.7 22872.6 962.774 1e-06
2030-Jan-01 28 33 9 21149.8 22872.6 963.031 1e-06
2030-Jan-01 29 33 9 21315.9 22872.6 969.797 1e-06
2030-Jan-01 30 33 9 21481.9 22872.6 983.275 1e-06
2030-Jan-01 31 33 9 21648 22872.6 998.031 1e-06
2030-Jan-01 32 33 9 21814.1 22872.6 1004.33 1e-06
2030-Jan-01 33 33 9 21980.1 22872.6 1006.11 1e-06
2030-Jan-01 34 33 9 22146.2 22872.6 1001.75 1e-06
2030-Jan-01 35 33 9 22312.3 22872.6 984.583 1e-06
2030-Jan-01 36 33 9 22478.3 22872.6 968.379 1e-06
2030-Jan-01 37 33 9 22644.4 22872.6 965.425 1e-06
2030-Jan-01 38 33 9 22810.5 22872.6 974.961 -9999
2030-Jan-01 1 34 9 16666 23029.9 997.663 -9999
2030-Jan-01 2 34 9 16832.1 23029.9 996.614 -9999
2030-Jan-01 3 34 9 16998.1 23029.9 994.006 -9999
2030-Jan-01 4 34 9 17164.2 23029.9 991.03 -9999
2030-Jan-01 5 34 9 17330.3 23029.9 989.92 1e-06
2030-Jan-01 6 34 9 17496.3 23029.9 989.513 1e-06
2030-Jan-01 7 34 9 17662.4 23029.9 989.851 1e-06
2030-Jan-01 8 34 9 17828.5 23029.9 989.213 1e-06
2030-Jan-01 9 34 9 17994.5 23029.9 985.344 1e-06
2030-Jan-01 10 34 9 18160.6 23029.9 975.257 1e-06
2030-Jan-01 11 34 9 18326.7 23029.9 964.321 1e-06
2030-Jan-01 12 34 9 18492.7 23029.9 961.92 1e-06
2030-Jan-01 13 34 9 18658.8 23029.9 968.178 1e-06
2030-Jan-01 14 34 9 18824.9 23029.9 970.267 1e-06
2030-Jan-01 15 34 9 18990.9 23029.9 964.987 1e-06
2030-Jan-01 16 34 9 19157 23029.9 955.503 1e-06
2030-Jan-01 17 34 9 19323.1 23029.9 946.269 1e-06
2030-Jan-01 18 34 9 19489.1 23029.9 944.933 1e-06
2030-Jan-01 19 34 9 19655.2 23029.9 944.634 1e-06
2030-Jan-01 20 34 9 19821.3 23029.9 963.536 1e-06
2030-Jan-01 21 34 9 19987.3 23029.9 993.936 1e-06
2030-Jan-01 22 34 9 20153.4 23029.9 1004.79 1e-06
2030-Jan-01 23 34 9 20319.5 23029.9 1001.66 1e-06
2030-Jan-01 24 34 9 20485.5 23029.9 997.317 1e-06
2030-Jan-01 25 34 9 20651.6 23029.9 992.155 1e-06
2030-Jan-01 26 34 9 20817.7 23029.9 977.178 1e-06
2030-Jan-01 27 34 9 20983.7 23029.9 963.358 1e-06
2030-Jan-01 28 34 9 21149.8 23029.9 964.608 1e-06
2030-Jan-01 29 34 9 21315.9 23029.9 972.335 1e-06
2030-Jan-01 30 34 9 21481.9 23029.9 985.673 1e-06
2030-Jan-01 31 34 9 21648 23029.9 1001.98 1e-06
2030-Jan-01 32 34 9 21814.1 23029.9 1010.98 1e-06
2030-Jan-01 33 34 9 21980.1 23029.9 1012.97 1e-06
2030-Jan-01 34 34 9 22146.2 23029.9 1004.74 1e-06
2030-Jan-01 35 34 9 22312.3 23029.9 987.062 1e-06
2030-Jan-01 36 34 9 22478.3 23029.9 974.578 1e-06
2030-Jan-01 37 34 9 22644.4 23029.9 971.966 1e-06
2030-Jan-01 38 34 9 22810.5 23029.9 977.501 -9999
2030-Jan-01 1 35 9 16666 23187.1 998.957 -9999
2030-Jan-01 2 35 9 16832.1 23187.1 996.88 -9999
2030-Jan-01 3 35 9 16998.1 23187.1 994.049 -9999
2030-Jan-01 4 35 9 17164.2 23187.1 991.995 -9999
2030-Jan-01 5 35 9 17330.3 23187.1 991.558 1e-06
2030-Jan-01 6 35 9 17496.3 23187.1 991.613 1e-06
2030-Jan-01 7 35 9 17662.4 23187.1 991.515 1e-06
2030-Jan-01 8 35 9 17828.5 23187.1 990.717 1e-06
2030-Jan-01 9 35 9 17994.5 23187.1 987.346 1e-06
2030-Jan-01 10 35 9 18160.6 23187.1 981.991 1e-06
2030-Jan-01 11 35 9 18326.7 23187.1 977.458 1e-06
2030-Jan-01 12 35 9 18492.7 23187.1 980.017 1e-06
2030-Jan-01 13 35 9 18658.8 23187.1 986.746 1e-06
2030-Jan-01 14 35 9 18824.9 23187.1 989.399 1e-06
2030-Jan-01 15 35 9 18990.9 23187.1 985.307 1e-06
2030-Jan-01 16 35 9 19157 23187.1 969.538 1e-06
2030-Jan-01 17 35 9 19323.1 23187.1 950.191 1e-06
2030-Jan-01 18 35 9 19489.1 23187.1 942.192 1e-06
2030-Jan-01 19 35 9 19655.2 23187.1 940.387 1e-06
2030-Jan-01 20 35 9 19821.2 23187.1 960.382 1e-06
2030-Jan-01 21 35 9 19987.3 23187.1 989.715 1e-06
2030-Jan-01 22 35 9 20153.4 23187.1 1000.88 1e-06
2030-Jan-01 23 35 9 20319.5 23187.1 1001.94 1e-06
2030-Jan-01 24 35 9 20485.5 23187.1 1000.02 1e-06
2030-Jan-01 25 35 9 20651.6 23187.1 995.645 1e-06
2030-Jan-01 26 35 9 20817.7 23187.1 985.38 1e-06
2030-Jan-01 27 35 9 20983.7 23187.1 973.432 1e-06
2030-Jan-01 28 35 9 21149.8 23187.1 969.739 1e-06
2030-Jan-01 29 35 9 21315.9 23187.1 977.265 1e-06
2030-Jan-01 30 35 9 21481.9 23187.1 989.853 1e-06
2030-Jan-01 31 35 9 21648 23187.1 1003.86 1e-06
2030-Jan-01 32 35 9 21814.1 23187.1 1012.94 1e-06
2030-Jan-01 33 35 9 21980.1 23187.1 1010.71 1e-06
2030-Jan-01 34 35 9 22146.2 23187.1 996.425 1e-06
2030-Jan-01 35 35 9 22312.3 23187.1 981.036 1e-06
2030-Jan-01 36 35 9 22478.3 23187.1 974.351 1e-06
2030-Jan-01 37 35 9 22644.4 23187.1 974.64 1e-06
2030-Jan-01 38 35 9 22810.5 23187.1 979.585 -9999
2030-Jan-01 1 36 9 16666 23344.4 999.976 -9999
2030-Jan-01 2 36 9 16832.1 23344.4 997.398 -9999
2030-Jan-01 3 36 9 16998.1 23344.4 994.783 -9999
2030-Jan-01 4 36 9 17164.2 23344.4 992.892 -9999
2030-Jan-01 5 36 9 17330.3 23344.4 992.745 1e-06
2030-Jan-01 6 36 9 17496.3 23344.4 993.347 1e-06
2030-Jan-01 7 36 9 17662.4 23344.4 992.794 1e-06
2030-Jan-01 8 36 9 17828.5 23344.4 991.972 1e-06
2030-Jan-01 9 36 9 17994.5 23344.4 989.158 1e-06
2030-Jan-01 10 36 9 18160.6 23344.4 985.985 1e-06
2030-Jan-01 11 36 9 18326.7 23344.4 987.369 1e-06
2030-Jan-01 12 36 9 18492.7 23344.4 990.497 1e-06
2030-Jan-01 13 36 9 18658.8 23344.4 993.498 1e-06
2030-Jan-01 14 36 9 18824.9 23344.4 994.794 1e-06
2030-Jan-01 15 36 9 18990.9 23344.4 990.392 1e-06
2030-Jan-01 16 36 9 19157 23344.4 975.675 1e-06
2030-Jan-01 17 36 9 19323.1 23344.4 953.02 1e-06
2030-Jan-01 18 36 9 19489.1 23344.4 938.986 1e-06
2030-Jan-01 19 36 9 19655.2 23344.4 938.198 1e-06
2030-Jan-01 20 36 9 19821.2 23344.4 957.177 1e-06
2030-Jan-01 21 36 9 19987.3 23344.4 982.217 1e-06
2030-Jan-01 22 36 9 20153.4 23344.4 996.632 1e-06
2030-Jan-01 23 36 9 20319.5 23344.4 1001.29 1e-06
2030-Jan-01 24 36 9 20485.5 23344.4 1001.54 1e-06
2030-Jan-01 25 36 9 20651.6 23344.4 999.653 1e-06
2030-Jan-01 26 36 9 20817.7 23344.4 994.291 1e-06
2030-Jan-01 27 36 9 20983.7 23344.4 987.231 1e-06
2030-Jan-01 28 36 9 21149.8 23344.4 981.033 1e-06
2030-Jan-01 29 36 9 21315.9 23344.4 986.01 1e-06
2030-Jan-01 30 36 9 21481.9 23344.4 997.1 1e-06
2030-Jan-01 31 36 9 21648 23344.4 1006.61 1e-06
2030-Jan-01 32 36 9 21814.1 23344.4 1013.95 1e-06
2030-Jan-01 33 36 9 21980.1 23344.4 1003.11 1e-06
2030-Jan-01 34 36 9 22146.2 23344.4 983.029 1e-06
2030-Jan-01 35 36 9 22312.3 23344.4 974.644 1e-06
2030-Jan-01 36 36 9 22478.3 23344.4 972.739 1e-06
2030-Jan-01 37 36 9 22644.4 23344.4 974.809 -9999
2030-Jan-01 38 36 9 22810.4 23344.4 980.926 -9999
2030-Jan-01 1 37 9 16666 23501.6 1000.86 -9999
2030-Jan-01 2 37 9 16832.1 23501.6 999.158 -9999
2030-Jan-01 3 37 9 16998.1 23501.6 996.263 -9999
2030-Jan-01 4 37 9 17164.2 23501.6 993.631 1e-06
2030-Jan-01 5 37 9 17330.3 23501.6 993.826 1e-06
2030-Jan-01 6 37 9 17496.3 23501.6 995.68 1e-06
2030-Jan-01 7 37 9 17662.4 23501.6 995.014 1e-06
2030-Jan-01 8 37 9 17828.5 23501.6 993.028 1e-06
2030-Jan-01 9 37 9 17994.5 23501.6 990.764 1e-06
2030-Jan-01 10 37 9 18160.6 23501.6 990.824 1e-06
2030-Jan-01 11 37 9 18326.7 23501.6 993.894 1e-06
2030-Jan-01 12 37 9 18492.7 23501.6 996.26 1e-06
2030-Jan-01 13 37 9 18658.8 23501.6 998.77 1e-06
2030-Jan-01 14 37 9 18824.9 23501.6 998.072 1e-06
2030-Jan-01 15 37 9 18990.9 23501.6 992.213 1e-06
2030-Jan-01 16 37 9 19157 23501.6 977.644 1e-06
2030-Jan-01 17 37 9 19323.1 23501.6 953.559 1e-06
2030-Jan-01 18 37 9 19489.1 23501.6 937.395 1e-06
2030-Jan-01 19 37 9 19655.2 23501.6 935.452 1e-06
2030-Jan-01 20 37 9 19821.3 23501.6 949.778 1e-06
2030-Jan-01 21 37 9 19987.3 23501.6 975.46 1e-06
2030-Jan-01 22 37 9 20153.4 23501.6 994.873 1e-06
2030-Jan-01 23 37 9 20319.5 23501.6 1001.8 1e-06
2030-Jan-01 24 37 9 20485.5 23501.6 1002.53 1e-06
2030-Jan-01 25 37 9 20651.6 23501.6 1002.17 1e-06
2030-Jan-01 26 37 9 20817.7 23501.6 999.798 1e-06
2030-Jan-01 27 37 9 20983.7 23501.6 996.196 1e-06
2030-Jan-01 28 37 9 21149.8 23501.6 993.504 1e-06
2030-Jan-01 29 37 9 21315.9 23501.6 997.184 1e-06
2030-Jan-01 30 37 9 21481.9 23501.6 1004.08 1e-06
2030-Jan-01 31 37 9 21648 23501.6 1008.08 1e-06
2030-Jan-01 32 37 9 21814.1 23501.6 1008.75 1e-06
2030-Jan-01 33 37 9 21980.1 23501.6 994.461 1e-06
2030-Jan-01 34 37 9 22146.2 23501.6 978.617 1e-06
2030-Jan-01 35 37 9 22312.3 23501.6 975.995 1e-06
2030-Jan-01 36 37 9 22478.3 23501.6 976.428 1e-06
2030-Jan-01 37 37 9 22644.4 23501.6 977.957 -9999
2030-Jan-01 38 37 9 22810.4 23501.6 981.374 -9999
2030-Jan-01 1 38 9 16666 23658.9 1002.23 -9999
2030-Jan-01 2 38 9 16832.1 23658.9 1000.47 -9999
2030-Jan-01 3 38 9 16998.1 23658.9 997.51 -9999
2030-Jan-01 4 38 9 17164.2 23658.9 995.222 1e-06
2030-Jan-01 5 38 9 17330.3 23658.9 994.915 1e-06
2030-Jan-01 6 38 9 17496.3 23658.9 995.725 1e-06
2030-Jan-01 7 38 9 17662.4 23658.9 994.433 1e-06
2030-Jan-01 8 38 9 17828.5 23658.9 991.648 1e-06
2030-Jan-01 9 38 9 17994.5 23658.9 990.127 1e-06
2030-Jan-01 10 38 9 18160.6 23658.9 992.246 1e-06
2030-Jan-01 11 38 9 18326.7 23658.9 994.979 1e-06
2030-Jan-01 12 38 9 18492.7 23658.9 996.835 1e-06
2030-Jan-01 13 38 9 18658.8 23658.9 999.454 1e-06
2030-Jan-01 14 38 9 18824.9 23658.9 999.559 1e-06
2030-Jan-01 15 38 9 18990.9 23658.9 994.358 1e-06
2030-Jan-01 16 38 9 19157 23658.9 979.901 1e-06
2030-Jan-01 17 38 9 19323.1 23658.9 953.395 1e-06
2030-Jan-01 18 38 9 19489.1 23658.9 935.662 1e-06
2030-Jan-01 19 38 9 19655.2 23658.9 932.302 1e-06
2030-Jan-01 20 38 9 19821.3 23658.9 939.138 1e-06
2030-Jan-01 21 38 9 19987.3 23658.9 967.156 1e-06
2030-Jan-01 22 38 9 20153.4 23658.9 994.442 1e-06
2030-Jan-01 23 38 9 20319.5 23658.9 1002.39 1e-06
2030-Jan-01 24 38 9 20485.5 23658.9 1001.76 1e-06
2030-Jan-01 25 38 9 20651.6 23658.9 1001.53 1e-06
2030-Jan-01 26 38 9 20817.7 23658.9 1002.59 1e-06
2030-Jan-01 27 38 9 20983.7 23658.9 1001.49 1e-06
2030-Jan-01 28 38 9 21149.8 23658.9 1001.86 1e-06
2030-Jan-01 29 38 9 21315.9 23658.9 1005.96 1e-06
2030-Jan-01 30 38 9 21481.9 23658.9 1007.12 1e-06
2030-Jan-01 31 38 9 21648 23658.9 1006.9 1e-06
2030-Jan-01 32 38 9 21814.1 23658.9 1005.04 1e-06
2030-Jan-01 33 38 9 21980.1 23658.9 991.841 1e-06
2030-Jan-01 34 38 9 22146.2 23658.9 980.412 1e-06
2030-Jan-01 35 38 9 22312.3 23658.9 979.132 1e-06
2030-Jan-01 36 38 9 22478.3 23658.9 981.345 1e-06
2030-Jan-01 37 38 9 22644.4 23658.9 983.201 -9999
2030-Jan-01 38 38 9 22810.4 23658.9 980.497 -9999
2030-Jan-01 1 39 9 16666 23816.1 1002.16 -9999
2030-Jan-01 2 39 9 16832.1 23816.1 1000.44 -9999
2030-Jan-01 3 39 9 16998.1 23816.1 998.284 -9999
